nodenumber,    x-coordinate,    y-coordinate,        pressure,         density,      x-velocity,      y-velocity,     temperature,total-temperature,    total-energy, internal-energy
         1, 2.978723404E-03, 0.000000000E+00, 8.455451958E+04, 1.033922349E+00, 1.742741521E+02, 0.000000000E+00, 2.849112798E+02, 2.999999995E+02, 2.201486610E+05, 2.049629209E+05
         2, 5.957446809E-03, 0.000000000E+00, 8.455017949E+04, 1.033883725E+00, 1.742971406E+02, 0.000000000E+00, 2.849072986E+02, 2.999999991E+02, 2.201498034E+05, 2.049600569E+05
         3, 8.936170213E-03, 0.000000000E+00, 8.454390964E+04, 1.033828967E+00, 1.743320007E+02, 0.000000000E+00, 2.849012606E+02, 2.999999986E+02, 2.201515361E+05, 2.049557132E+05
         4, 1.191489362E-02, 0.000000000E+00, 8.453512480E+04, 1.033752138E+00, 1.743806719E+02, 0.000000000E+00, 2.848928286E+02, 2.999999982E+02, 2.201539560E+05, 2.049496473E+05
         5, 1.489361702E-02, 0.000000000E+00, 8.452385532E+04, 1.033653604E+00, 1.744431404E+02, 0.000000000E+00, 2.848820031E+02, 2.999999978E+02, 2.201570629E+05, 2.049418595E+05
         6, 1.787234043E-02, 0.000000000E+00, 8.451008357E+04, 1.033533200E+00, 1.745194785E+02, 0.000000000E+00, 2.848687688E+02, 2.999999973E+02, 2.201608612E+05, 2.049323388E+05
         7, 2.085106383E-02, 0.000000000E+00, 8.449380228E+04, 1.033390856E+00, 1.746097078E+02, 0.000000000E+00, 2.848531190E+02, 2.999999969E+02, 2.201653529E+05, 2.049210805E+05
         8, 2.382978723E-02, 0.000000000E+00, 8.447500702E+04, 1.033226528E+00, 1.747138356E+02, 0.000000000E+00, 2.848350485E+02, 2.999999966E+02, 2.201705394E+05, 2.049080807E+05
         9, 2.680851064E-02, 0.000000000E+00, 8.445369301E+04, 1.033040169E+00, 1.748318685E+02, 0.000000000E+00, 2.848145519E+02, 2.999999962E+02, 2.201764223E+05, 2.048933356E+05
        10, 2.978723404E-02, 0.000000000E+00, 8.442985512E+04, 1.032831729E+00, 1.749638131E+02, 0.000000000E+00, 2.847916232E+02, 2.999999958E+02, 2.201830034E+05, 2.048768409E+05
        11, 3.276595745E-02, 0.000000000E+00, 8.440348783E+04, 1.032601155E+00, 1.751096762E+02, 0.000000000E+00, 2.847662557E+02, 2.999999955E+02, 2.201902845E+05, 2.048585918E+05
        12, 3.574468085E-02, 0.000000000E+00, 8.437458519E+04, 1.032348387E+00, 1.752694647E+02, 0.000000000E+00, 2.847384422E+02, 2.999999952E+02, 2.201982677E+05, 2.048385829E+05
        13, 3.872340426E-02, 0.000000000E+00, 8.434314081E+04, 1.032073363E+00, 1.754431860E+02, 0.000000000E+00, 2.847081747E+02, 2.999999950E+02, 2.202069554E+05, 2.048168087E+05
        14, 4.170212766E-02, 0.000000000E+00, 8.430914792E+04, 1.031776016E+00, 1.756308472E+02, 0.000000000E+00, 2.846754448E+02, 2.999999947E+02, 2.202163499E+05, 2.047932631E+05
        15, 4.468085106E-02, 0.000000000E+00, 8.427259936E+04, 1.031456277E+00, 1.758324550E+02, 0.000000000E+00, 2.846402435E+02, 2.999999945E+02, 2.202264537E+05, 2.047679396E+05
        16, 4.765957447E-02, 0.000000000E+00, 8.423348765E+04, 1.031114071E+00, 1.760480157E+02, 0.000000000E+00, 2.846025614E+02, 2.999999943E+02, 2.202372698E+05, 2.047408313E+05
        17, 5.063829787E-02, 0.000000000E+00, 8.419180500E+04, 1.030749322E+00, 1.762775351E+02, 0.000000000E+00, 2.845623884E+02, 2.999999942E+02, 2.202488008E+05, 2.047119312E+05
        18, 5.361702128E-02, 0.000000000E+00, 8.414754338E+04, 1.030361948E+00, 1.765210178E+02, 0.000000000E+00, 2.845197141E+02, 2.999999941E+02, 2.202610498E+05, 2.046812317E+05
        19, 5.659574468E-02, 0.000000000E+00, 8.410069454E+04, 1.029951869E+00, 1.767784674E+02, 0.000000000E+00, 2.844745279E+02, 2.999999940E+02, 2.202740199E+05, 2.046487251E+05
        20, 5.957446809E-02, 0.000000000E+00, 8.405125004E+04, 1.029518998E+00, 1.770498863E+02, 0.000000000E+00, 2.844268186E+02, 2.999999939E+02, 2.202877142E+05, 2.046144034E+05
        21, 6.255319149E-02, 0.000000000E+00, 8.399920133E+04, 1.029063250E+00, 1.773352751E+02, 0.000000000E+00, 2.843765747E+02, 2.999999939E+02, 2.203021361E+05, 2.045782583E+05
        22, 6.553191489E-02, 0.000000000E+00, 8.394453973E+04, 1.028584537E+00, 1.776346330E+02, 0.000000000E+00, 2.843237846E+02, 2.999999939E+02, 2.203172889E+05, 2.045402815E+05
        23, 6.851063830E-02, 0.000000000E+00, 8.388725653E+04, 1.028082769E+00, 1.779479572E+02, 0.000000000E+00, 2.842684361E+02, 2.999999940E+02, 2.203331760E+05, 2.045004643E+05
        24, 7.148936170E-02, 0.000000000E+00, 8.382734295E+04, 1.027557856E+00, 1.782752430E+02, 0.000000000E+00, 2.842105172E+02, 2.999999941E+02, 2.203498010E+05, 2.044587978E+05
