timestamp,loss
1.0,2378.89892578125
2.0,175.74398803710938
3.0,134.49468994140625
4.0,127.79528045654297
5.0,117.21578216552734
6.0,103.39946746826172
7.0,91.3943099975586
8.0,82.01907348632812
9.0,71.3537826538086
10.0,57.2923583984375
11.0,41.385066986083984
12.0,41.385066986083984
13.0,606.1094970703125
14.0,40.698787689208984
15.0,39.590267181396484
16.0,36.345123291015625
17.0,34.63541030883789
18.0,32.65142059326172
19.0,32.03147506713867
20.0,31.61879539489746
21.0,30.052457809448242
22.0,29.202320098876953
23.0,28.310949325561523
24.0,27.94939613342285
25.0,27.559675216674805
26.0,26.88892936706543
27.0,26.154457092285156
28.0,25.348112106323242
29.0,24.598526000976562
30.0,24.1815242767334
31.0,24.064558029174805
32.0,23.75214195251465
33.0,23.546689987182617
34.0,23.08661651611328
35.0,22.54194450378418
36.0,22.00568389892578
37.0,21.351093292236328
38.0,20.897171020507812
39.0,20.415307998657227
40.0,20.07451629638672
41.0,19.79912567138672
42.0,19.6063289642334
43.0,19.391759872436523
44.0,19.039287567138672
45.0,18.693389892578125
46.0,18.49051856994629
47.0,18.314983367919922
48.0,18.00470733642578
49.0,17.488784790039062
50.0,16.818822860717773
51.0,16.445728302001953
52.0,16.188095092773438
53.0,15.983929634094238
54.0,15.829353332519531
55.0,15.516557693481445
56.0,15.344996452331543
57.0,15.03819465637207
58.0,14.562137603759766
59.0,13.956676483154297
60.0,13.319999694824219
61.0,12.854227066040039
62.0,12.927176475524902
63.0,12.589488983154297
64.0,12.194192886352539
65.0,11.654439926147461
66.0,11.288259506225586
67.0,10.8975248336792
68.0,10.670845031738281
69.0,10.425188064575195
70.0,10.240577697753906
71.0,10.131115913391113
72.0,10.027833938598633
73.0,9.846185684204102
74.0,9.621296882629395
75.0,9.489492416381836
76.0,9.400276184082031
77.0,9.274819374084473
78.0,9.100591659545898
79.0,8.848146438598633
80.0,8.524788856506348
81.0,8.404295921325684
82.0,8.173837661743164
83.0,8.09899616241455
84.0,7.965261459350586
85.0,7.772073268890381
86.0,7.702351093292236
87.0,7.65170431137085
88.0,7.5802693367004395
89.0,7.437220573425293
90.0,7.301544666290283
91.0,7.120114326477051
92.0,6.934557914733887
93.0,6.765249729156494
94.0,6.561665058135986
95.0,6.46666955947876
96.0,6.3584747314453125
97.0,6.308288097381592
98.0,6.2555437088012695
99.0,6.214699745178223
100.0,6.160575866699219
101.0,6.078325271606445
102.0,5.957820892333984
103.0,5.882002830505371
104.0,5.826429843902588
105.0,5.779060363769531
106.0,5.727653503417969
107.0,5.60416841506958
108.0,5.472914695739746
109.0,5.383092403411865
110.0,5.33687686920166
111.0,5.301401138305664
112.0,5.230040550231934
113.0,5.091846942901611
114.0,4.974013805389404
115.0,4.900031566619873
116.0,4.828230857849121
117.0,4.741032123565674
118.0,4.630723476409912
119.0,4.570829391479492
120.0,4.525819301605225
121.0,4.504378318786621
122.0,4.482273101806641
123.0,4.451939582824707
124.0,4.394700527191162
125.0,4.3263397216796875
126.0,4.237842082977295
127.0,4.2093071937561035
128.0,4.086434841156006
129.0,4.041997909545898
130.0,4.010356426239014
131.0,3.9551773071289062
132.0,3.875427722930908
133.0,3.7898097038269043
134.0,3.7213571071624756
135.0,3.683605194091797
136.0,3.665037155151367
137.0,3.655390739440918
138.0,3.6359922885894775
139.0,3.6079659461975098
140.0,3.588582992553711
141.0,3.5472817420959473
142.0,3.5233817100524902
143.0,3.4986391067504883
144.0,3.4541709423065186
145.0,3.4470741748809814
146.0,3.4161312580108643
147.0,3.3597452640533447
148.0,3.314849376678467
149.0,3.2767608165740967
150.0,3.246274709701538
151.0,3.21028470993042
152.0,3.1899683475494385
153.0,3.1706387996673584
154.0,3.1395299434661865
155.0,3.091303586959839
156.0,3.028015375137329
157.0,2.9857757091522217
158.0,2.9423017501831055
159.0,2.907707691192627
160.0,2.867100238800049
161.0,2.82959246635437
162.0,2.7908425331115723
163.0,2.759429454803467
164.0,2.709904909133911
165.0,2.6808924674987793
166.0,2.658006191253662
167.0,2.6275198459625244
168.0,2.603501796722412
169.0,2.572711944580078
170.0,2.5053725242614746
171.0,2.4465718269348145
172.0,2.4032304286956787
173.0,2.3640615940093994
174.0,2.348818302154541
175.0,2.3197646141052246
176.0,2.3080146312713623
177.0,2.3026504516601562
178.0,2.2970056533813477
179.0,2.2892520427703857
180.0,2.280104398727417
181.0,2.2689132690429688
182.0,2.262183427810669
183.0,2.24706768989563
184.0,2.2338554859161377
185.0,2.2159759998321533
186.0,2.18174147605896
187.0,2.136357307434082
188.0,2.1113555431365967
189.0,2.0878982543945312
190.0,2.0768816471099854
191.0,2.0703914165496826
192.0,2.06211519241333
193.0,2.038818836212158
194.0,2.0377421379089355
195.0,2.025541067123413
196.0,2.010716438293457
197.0,1.9990955591201782
198.0,1.9914257526397705
199.0,1.9817661046981812
200.0,1.9675503969192505
201.0,1.9356002807617188
202.0,1.970253586769104
203.0,1.9219551086425781
204.0,1.888322353363037
205.0,1.8642933368682861
206.0,1.8527530431747437
207.0,1.8474853038787842
208.0,1.8403112888336182
209.0,1.8324536085128784
210.0,1.813433289527893
211.0,1.8097411394119263
212.0,1.780866265296936
213.0,1.775268793106079
214.0,1.7719168663024902
215.0,1.763115644454956
216.0,1.7530633211135864
217.0,1.7544585466384888
218.0,1.749747395515442
219.0,1.7428374290466309
220.0,1.7371841669082642
221.0,1.7242168188095093
222.0,1.7111268043518066
223.0,1.6971839666366577
224.0,1.6712989807128906
225.0,1.6797571182250977
226.0,1.6562143564224243
227.0,1.636268138885498
228.0,1.6135591268539429
229.0,1.607551097869873
230.0,1.598799705505371
231.0,1.5924063920974731
232.0,1.5884937047958374
233.0,1.5850509405136108
234.0,1.5809252262115479
235.0,1.5759202241897583
236.0,1.5665918588638306
237.0,1.5560940504074097
238.0,1.5451453924179077
239.0,1.5304163694381714
240.0,1.5146266222000122
241.0,1.49154794216156
242.0,1.4713133573532104
243.0,1.4525790214538574
244.0,1.454926609992981
245.0,1.446637511253357
246.0,1.4392242431640625
247.0,1.4334443807601929
248.0,1.4298906326293945
249.0,1.426459550857544
250.0,1.417612075805664
251.0,1.412453293800354
252.0,1.4058384895324707
253.0,1.3969753980636597
254.0,1.3898028135299683
255.0,1.3824235200881958
256.0,1.371997594833374
257.0,1.3566995859146118
258.0,1.349543571472168
259.0,1.3367397785186768
260.0,1.3324016332626343
261.0,1.3239413499832153
262.0,1.318181037902832
263.0,1.3120338916778564
264.0,1.3056317567825317
265.0,1.2996857166290283
266.0,1.293654441833496
267.0,1.2849575281143188
268.0,1.2812668085098267
269.0,1.2710344791412354
270.0,1.2664991617202759
271.0,1.2615022659301758
272.0,1.2551740407943726
273.0,1.2430741786956787
274.0,1.2311325073242188
275.0,1.2208747863769531
276.0,1.2268339395523071
277.0,1.2155354022979736
278.0,1.2083641290664673
279.0,1.2015130519866943
280.0,1.1951669454574585
281.0,1.18759286403656
282.0,1.177457571029663
283.0,1.1649495363235474
284.0,1.1553399562835693
285.0,1.14092218875885
286.0,1.137359380722046
287.0,1.1247957944869995
288.0,1.1196056604385376
289.0,1.113038182258606
290.0,1.1088727712631226
291.0,1.099501371383667
292.0,1.0957468748092651
293.0,1.0915600061416626
294.0,1.0866583585739136
295.0,1.076035737991333
296.0,1.0632545948028564
297.0,1.047589659690857
298.0,1.0353301763534546
299.0,1.0304077863693237
300.0,1.0236505270004272
301.0,1.015936255455017
302.0,1.0099462270736694
303.0,1.0028976202011108
304.0,0.9946269392967224
305.0,0.9873748421669006
306.0,0.9835830330848694
307.0,0.9804732799530029
308.0,0.9770234227180481
309.0,0.9731080532073975
310.0,0.9700163006782532
311.0,0.965074896812439
312.0,0.9581482410430908
313.0,0.9509860277175903
314.0,0.9440128803253174
315.0,0.9373188614845276
316.0,0.9318704009056091
317.0,0.9253350496292114
318.0,0.9181945323944092
319.0,0.9112406969070435
320.0,0.9052902460098267
321.0,0.9003862142562866
322.0,0.8949037790298462
323.0,0.8918939828872681
324.0,0.8868511319160461
325.0,0.8782320618629456
326.0,0.8753392100334167
327.0,0.8727384805679321
328.0,0.8703737258911133
329.0,0.8661489486694336
330.0,0.8619586229324341
331.0,0.8589016199111938
332.0,0.8552733659744263
333.0,0.8528475165367126
334.0,0.8479204177856445
335.0,0.8429365754127502
336.0,0.8374497890472412
337.0,0.8340438604354858
338.0,0.8311964273452759
339.0,0.8286758065223694
340.0,0.8234767317771912
341.0,0.817179799079895
342.0,0.8098816275596619
343.0,0.8050384521484375
344.0,0.7998281121253967
345.0,0.7953627109527588
346.0,0.7922002077102661
347.0,0.7904685735702515
348.0,0.7886478900909424
349.0,0.786342203617096
350.0,0.7836773991584778
351.0,0.781107485294342
352.0,0.7776922583580017
353.0,0.7742388844490051
354.0,0.7695817351341248
355.0,0.7614256143569946
356.0,0.7577216625213623
357.0,0.7513861060142517
358.0,0.7535730600357056
359.0,0.7470764517784119
360.0,0.743038535118103
361.0,0.7377946376800537
362.0,0.7340049743652344
363.0,0.7304261326789856
364.0,0.7276097536087036
365.0,0.7245647311210632
366.0,0.7213688492774963
367.0,0.7184543609619141
368.0,0.7168665528297424
369.0,0.7155951261520386
370.0,0.714226245880127
371.0,0.7120997905731201
372.0,0.7105393409729004
373.0,0.7084295749664307
374.0,0.7064403891563416
375.0,0.7041390538215637
376.0,0.7007761597633362
377.0,0.6979940533638
378.0,0.6948823928833008
379.0,0.6928473711013794
380.0,0.6902875900268555
381.0,0.687903881072998
382.0,0.6834598183631897
383.0,0.6809809803962708
384.0,0.6786852478981018
385.0,0.6770894527435303
386.0,0.6756874918937683
387.0,0.6740731000900269
388.0,0.6728383898735046
389.0,0.6713475584983826
390.0,0.6688930988311768
